org_id,pwsid,is_multiple_pwsid,supplier_name,uwmp_year,forecast_start_date,forecast_end_date,water_use_acre_feet,water_supplies_acre_feet,benefit_supply_augmentation_acre_feet,benefit_demand_reduction_acre_feet
427,"CA5400935, CA5410016, CA5410041",TRUE,california water service company visalia,2020,2022-01-01,2022-12-31,31813,31813,NA,NA
428,CA5610016,FALSE,california water service company westlake,2020,2022-01-01,2022-12-31,7702,7702,NA,NA
429,CA1110003,FALSE,california water service company willows,2020,2022-01-01,2022-12-31,1470,1470,NA,NA
433,NA,NA,calleguas municipal water district,2020,2022-01-01,2022-12-31,108042,135542,NA,NA
443,CA5610019,FALSE,camarillo  city of,2020,2022-01-01,2022-12-31,7295,12774,0,0
445,CA4010014,FALSE,cambria community service district,2020,2022-01-01,2022-12-31,580,733,0,0
467,CA5610063,FALSE,camrosa water district,2020,2022-01-01,2022-12-31,15723,26800,NA,NA
478,CA3710005,FALSE,carlsbad municipal water district,2020,2022-01-01,2022-12-31,19816,19816,0,0
481,CA3410004,FALSE,carmichael water district,2020,2022-01-01,2022-12-31,9290,22711,NA,NA
485,CA4210001,FALSE,carpinteria valley water district,2020,2022-01-01,2022-12-31,4000,3200,0,800
495,CA5610024,FALSE,casitas municipal water district,2020,2022-01-01,2022-12-31,14525,10626,0,3899
1050,CA5610014,FALSE,casitas municipal water district - ojai,2020,2022-01-01,2022-12-31,1850,1663,NA,187
510,NA,NA,central basin municipal water district,2020,2022-01-01,2022-12-31,259363,308033,0,0
514,NA,NA,central coast water authority,2020,2022-01-01,2022-12-31,20234,20234,0,0
522,CA5010028,FALSE,ceres  city of,2020,2022-01-01,2022-12-31,2726,3258,NA,NA
524,CA1910019,FALSE,cerritos  city of,2020,2022-01-01,2022-12-31,12148,11701,0,447
545,CA3610012,FALSE,chino  city of,2020,2022-01-01,2022-12-31,25631,25126,0,505
546,NA,NA,chino basin desalter authority,2020,2022-01-01,2022-12-31,40000,40000,0,0
547,CA3610036,FALSE,chino hills  city of,2020,2022-01-01,2022-12-31,16389,29526,NA,NA
2979,CA2010001,FALSE,"chowchilla, city of water department",2020,2022-01-01,2022-12-31,923,3532,NA,NA
561,CA3410006,FALSE,citrus heights water district,2020,2022-01-01,2022-12-31,9925,9925,NA,NA
572,CA4910002,FALSE,cloverdale  city of,2020,2022-01-01,2022-12-31,435,394,NA,65
574,CA1010003,FALSE,clovis  city of,2020,2022-01-01,2022-12-31,32741,40513,0,2619
575,CA3310007,FALSE,coachella  city of,2020,2022-01-01,2022-12-31,8677,8677,NA,NA
577,"CA3310001, CA3310048, CA1310011",TRUE,coachella valley water district,2020,2022-01-01,2022-12-31,120412,120412,NA,NA
578,CA1010004,FALSE,coalinga  city of,2020,2022-01-01,2022-12-31,1401,1652,NA,NA
583,CA4110011,FALSE,coastside county water district,2020,2022-01-01,2022-12-31,697,584,0,113
596,CA3610014,FALSE,colton  city of,2020,2022-01-01,2022-12-31,10395,11954,NA,NA
607,CA1910026,FALSE,compton  city of,2020,2022-01-01,2022-12-31,6970,7580,NA,NA
613,CA0710003,FALSE,contra costa water district,2020,2022-01-01,2022-12-31,126300,151200,NA,NA
618,CA1610004,FALSE,corcoran  city of,2020,2022-01-01,2022-12-31,6481,6913,NA,NA
624,CA3310037,FALSE,corona  city of,2020,2022-01-01,2022-12-31,41140,43955,NA,NA
644,CA1910127,FALSE,covina  city of,2020,2022-01-01,2022-12-31,6174,6075,0,99
649,CA0810001,FALSE,crescent city,2020,2022-01-01,2022-12-31,814,814,NA,NA
651,CA1910028,FALSE,crescenta valley community water district,2020,2022-01-01,2022-12-31,3942,5745,0,0
654,CA3610015,FALSE,crestline village water district,2020,2022-01-01,2022-12-31,300167,318427,NA,NA
664,CA3610018,FALSE,cucamonga valley water district,2020,2022-01-01,2022-12-31,54719,54318,0,401
673,CA4110013,FALSE,daly city,2020,2022-01-01,2022-12-31,2127,2716,NA,NA
678,CA5710001,FALSE,davis  city of,2020,2022-01-01,2022-12-31,12453,19762,NA,NA
699,CA0410011,FALSE,del oro water company,2020,2022-01-01,2022-12-31,387217,669986,NA,NA
711,CA1510005,FALSE,delano  city of,2020,2022-01-01,2022-12-31,13253,13253,0,0
727,CA3310005,FALSE,desert water agency,2020,2022-01-01,2022-12-31,37970,37970,NA,NA
731,CA0710007,FALSE,diablo water district,2020,2022-01-01,2022-12-31,2295,3114,NA,NA
737,CA5410002,FALSE,dinuba  city of,2020,2022-01-01,2022-12-31,1748,1573,0,175
739,CA0710009,FALSE,discovery bay community services district,2020,2022-01-01,2022-12-31,1199,2500,NA,NA
2998,CA4810009,FALSE,dixon  city of,2020,2022-01-01,2022-12-31,769,769,NA,NA
748,CA1910034,FALSE,downey  city of,2020,2022-01-01,2022-12-31,17561,17215,0,346
759,CA0110009,FALSE,dublin san ramon services district,2020,2022-01-01,2022-12-31,14039,14039,NA,NA
775,CA0110005,FALSE,east bay municipal utility district,2020,2022-01-01,2022-12-31,66065,41245,21900,2920
784,CA1510006,FALSE,east niles community services district,2020,2022-01-01,2022-12-31,8761,8761,0,0
785,CA3010068,FALSE,east orange county water district,2020,2022-01-01,2022-12-31,869,869,0,0
787,CA4110024,FALSE,east palo alto  city of,2020,2022-01-01,2022-12-31,637,637,0,0
793,CA3610064,FALSE,east valley water district,2020,2022-01-01,2022-12-31,20796,23915,NA,NA
794,CA3310009,FALSE,eastern municipal water district,2020,2022-01-01,2022-12-31,185400,185400,NA,14900
814,CA1310004,FALSE,el centro  city of,2020,2022-01-01,2022-12-31,7325,7325,0,0
816,"CA0910018, CA0910017, CA0910001",TRUE,el dorado irrigation district,2020,2022-01-01,2022-12-31,39010,59400,NA,NA
821,CA1910038,FALSE,el monte  city of,2020,2022-01-01,2022-12-31,2643,2643,NA,NA
827,CA1910040,FALSE,el segundo  city of,2020,2022-01-01,2022-12-31,5456,5832,0,NA
830,CA3010079,FALSE,el toro water district,2020,2022-01-01,2022-12-31,9327,9327,0,0
835,CA3410008,FALSE,elk grove water district,2020,2022-01-01,2022-12-31,7280,13000,NA,NA
842,CA3310012,FALSE,elsinore valley municipal water district,2020,2022-01-01,2022-12-31,25952,34286,NA,NA
851,CA3710006,FALSE,escondido  city of,2020,2022-01-01,2022-12-31,23622,23622,0,0
856,CA4110021,FALSE,estero municipal improvement district,2020,2022-01-01,2022-12-31,1600,1646,0,0
859,CA1210004,FALSE,eureka  city of,2020,2022-01-01,2022-12-31,1000,2555,NA,NA
866,CA3410009,FALSE,fair oaks water district,2020,2022-01-01,2022-12-31,10980,23718,NA,NA
867,CA4810003,FALSE,fairfield  city of,2020,2022-01-01,2022-12-31,6927,13770,NA,NA
873,CA3710008,FALSE,fallbrook public utility district,2020,2022-01-01,2022-12-31,10341,10341,NA,NA
890,CA5610002,FALSE,fillmore  city of,2020,2022-01-01,2022-12-31,1888,4757,NA,NA
904,"CA3410030, CA3410014",TRUE,folsom  city of,2020,2022-01-01,2022-12-31,20146,36220,NA,NA
909,NA,NA,foothill municipal water district,2020,2022-01-01,2022-12-31,8701,11773,0,0
920,CA1210006,FALSE,fortuna  city of,2020,2022-01-01,2022-12-31,440,440,NA,NA
924,CA3010069,FALSE,fountain valley  city of,2020,2022-01-01,2022-12-31,10513,10513,0,0
934,CA1010007,FALSE,fresno  city of,2020,2022-01-01,2022-12-31,187827,244448,0,0
967,CA3010010,FALSE,fullerton  city of,2020,2022-01-01,2022-12-31,26014,26014,0,0
972,CA3410011,FALSE,galt  city of,2020,2022-01-01,2022-12-31,5482,5482,NA,NA
977,CA3010062,FALSE,garden grove  city of,2020,2022-01-01,2022-12-31,23556,23556,0,0
990,CA0910013,FALSE,georgetown divide public utility district,2020,2022-01-01,2022-12-31,9219,11890,0,3457
995,CA4310004,FALSE,gilroy  city of,2020,2022-01-01,2022-12-31,9710,19696,NA,NA
1004,CA1910043,FALSE,glendale  city of,2020,2022-01-01,2022-12-31,21458,10876,6290,4292
1005,CA1910044,FALSE,glendora  city of,2020,2022-01-01,2022-12-31,13181,12588,0,593
1029,CA1910004,FALSE,golden state water company - artesia,2020,2022-01-01,2022-12-31,5592,5592,NA,NA
1030,CA1910004,FALSE,golden state water company - barstow,2020,2022-01-01,2022-12-31,5380,19450,NA,NA
1031,CA0710002,FALSE,golden state water company - bay point,2020,2022-01-01,2022-12-31,1931,1931,NA,NA
1032,CA1910011,FALSE,golden state water company - bell-bell gardens,2020,2022-01-01,2022-12-31,5079,5079,NA,NA
1034,CA1910024,FALSE,golden state water company - claremont,2020,2022-01-01,2022-12-31,12625,11309,0,1316
1036,CA3410015,FALSE,golden state water company - cordova,2020,2022-01-01,2022-12-31,14743,14743,NA,NA
1038,CA1910030,FALSE,golden state water company - culver city,2020,2022-01-01,2022-12-31,5449,5449,NA,NA
1041,CA1910077,FALSE,golden state water company - florence graham,2020,2022-01-01,2022-12-31,5262,5262,NA,NA
1049,CA1910098,FALSE,golden state water company - norwalk,2020,2022-01-01,2022-12-31,4800,4800,NA,NA
1052,CA4210016,FALSE,golden state water company - orcutt,2020,2022-01-01,2022-12-31,6610,6610,NA,NA
1053,CA3010035,FALSE,golden state water company - placentia,2020,2022-01-01,2022-12-31,7305,7305,NA,NA
1054,CA1910142,FALSE,golden state water company - san dimas,2020,2022-01-01,2022-12-31,12123,12312,0,0
1057,CA5610059,FALSE,golden state water company - simi valley,2020,2022-01-01,2022-12-31,6586,6586,NA,NA
1058,CA1910212,FALSE,golden state water company - south arcadia,2020,2022-01-01,2022-12-31,3228,3228,NA,NA
1059,CA1910223,FALSE,golden state water company - south san gabriel,2020,2022-01-01,2022-12-31,2619,2619,NA,NA
1060,CA1910155,FALSE,golden state water company - southwest,2020,2022-01-01,2022-12-31,29367,29367,NA,NA
1062,CA3010022,FALSE,golden state water company - west orange,2020,2022-01-01,2022-12-31,15300,15300,NA,NA
1068,CA4210004,FALSE,goleta water district,2020,2022-01-01,2022-12-31,12106,15200,0,1816
1083,CA4310022,FALSE,great oaks water company incorporated,2020,2022-01-01,2022-12-31,3174,3628,NA,NA
1094,CA1510024,FALSE,greenfield county water district,2020,2022-01-01,2022-12-31,2620,9722,NA,NA
1109,CA5510009,FALSE,groveland community services district,2020,2022-01-01,2022-12-31,171,157,NA,14
1110,CA4010004,FALSE,grover beach  city of,2020,2022-01-01,2022-12-31,1323,1323,NA,NA
1125,CA1610003,FALSE,hanford  city of,2020,2022-01-01,2022-12-31,12619,15031,NA,NA
1142,CA1910047,FALSE,hawthorne  city of,2020,2022-01-01,2022-12-31,4037,4037,NA,NA
1143,CA0110006,FALSE,hayward  city of,2020,2022-01-01,2022-12-31,5933,5933,NA,NA
1144,CA4910005,FALSE,healdsburg  city of,2020,2022-01-01,2022-12-31,691,708,NA,NA
1154,CA3710010,FALSE,helix water district,2020,2022-01-01,2022-12-31,32889,38364,NA,NA
1157,CA3310016,FALSE,hemet  city of,2020,2022-01-01,2022-12-31,4623,4495,0,128
1166,CA3610024,FALSE,hesperia water district,2020,2022-01-01,2022-12-31,14530,14530,NA,NA
1167,CA3610073,FALSE,hi desert water district,2020,2022-01-01,2022-12-31,2990,2990,NA,NA
1181,CA4110016,FALSE,hillsborough  town of,2020,2022-01-01,2022-12-31,3100,3416,NA,NA
1188,CA3510001,FALSE,hollister  city of,2020,2022-01-01,2022-12-31,6806,6125,0,681
1209,NA,NA,humboldt bay municipal water district,2020,2022-01-01,2022-12-31,8995,65000,NA,NA
1210,CA1210009,FALSE,humboldt community services district,2020,2022-01-01,2022-12-31,716,1235,NA,NA
1215,CA3010053,FALSE,huntington beach  city of,2020,2022-01-01,2022-12-31,27708,27708,0,0
1217,CA1910049,FALSE,huntington park  city of,2020,2022-01-01,2022-12-31,4788,5100,0,479
1225,CA1310006,FALSE,imperial  city of,2020,2022-01-01,2022-12-31,1131,1131,0,113
1234,CA1510017,FALSE,indian wells valley water district,2020,2022-01-01,2022-12-31,6810,20000,NA,NA
1236,CA3310020,FALSE,indio  city of,2020,2022-01-01,2022-12-31,21917,21917,NA,NA
1238,CA1910051,FALSE,inglewood  city of,2020,2022-01-01,2022-12-31,11280,14250,NA,NA
1239,NA,NA,inland empire utilities agency,2020,2022-01-01,2022-12-31,105098,149806,0,0
1245,CA3010092,FALSE,irvine ranch water district,2020,2022-01-01,2022-12-31,85690,156703,NA,2650
1270,CA3610025,FALSE,joshua basin water district,2020,2022-01-01,2022-12-31,1304,1193,NA,NA
1273,CA3310021,FALSE,jurupa community service district,2020,2022-01-01,2022-12-31,27112,30039,NA,NA
1286,CA1010018,FALSE,kerman  city of,2020,2022-01-01,2022-12-31,1040,839,NA,201
1288,NA,NA,kern county water agency improvement district no 4,2020,2022-01-01,2022-12-31,62575,59593,2982,NA
1324,CA3010018,FALSE,la habra  city of,2020,2022-01-01,2022-12-31,9217,9217,0,0
1327,CA3010100,FALSE,la palma  city of,2020,2022-01-01,2022-12-31,2040,2040,0,0
1333,CA1910062,FALSE,la verne  city of,2020,2022-01-01,2022-12-31,6664,6220,0,666
1335,CA3010017,FALSE,laguna beach county water district,2020,2022-01-01,2022-12-31,3639,3639,NA,NA
1343,CA3610005,FALSE,lake arrowhead community services district,2020,2022-01-01,2022-12-31,1672.7,2628.3,0,72
1352,CA3310022,FALSE,lake hemet municipal water district,2020,2022-01-01,2022-12-31,14424,14424,0,721
1368,CA3710013,FALSE,lakeside water district,2020,2022-01-01,2022-12-31,3500,3500,NA,NA
1370,CA1910239,FALSE,lakewood  city of,2020,2022-01-01,2022-12-31,7177,9882,0,0
1371,CA1510012,FALSE,lamont public utility district,2020,2022-01-01,2022-12-31,1272,2615,NA,NA
1384,CA1910225,FALSE,las virgenes municipal water district,2020,2022-01-01,2022-12-31,25043,25043,NA,NA
1388,CA3910015,FALSE,lathrop  city of,2020,2022-01-01,2022-12-31,7078,11607,0,0
1869,"CA1910021, CA1910161, CA1910211",TRUE,liberty utilities (park water) corp,2020,2022-01-01,2022-12-31,12136,11828,0,308
1424,CA3110004,FALSE,lincoln  city of,2020,2022-01-01,2022-12-31,13800,13800,NA,NA
1425,CA1910063,FALSE,lincoln avenue water company,2020,2022-01-01,2022-12-31,2049,3633,0,0
1427,CA5810002,FALSE,linda county water district,2020,2022-01-01,2022-12-31,3792,16290,2420,370
1432,CA5410006,FALSE,lindsay  city of,2020,2022-01-01,2022-12-31,2340,2340,NA,NA
1443,CA0110001,FALSE,livermore  city of,2020,2022-01-01,2022-12-31,1994,1994,0,0
1444,CA5010013,FALSE,livingston  city of,2020,2022-01-01,2022-12-31,2885,2909,NA,NA
1450,CA3910004,FALSE,lodi  city of,2020,2022-01-01,2022-12-31,14252,17250,0,357
1452,CA3610013,FALSE,loma linda  city of,2020,2022-01-01,2022-12-31,5903,6788,NA,NA
1456,CA1910073,FALSE,lomita  city of,2020,2022-01-01,2022-12-31,2345,4000,0,235
1459,CA4210006,FALSE,lompoc  city of,2020,2022-01-01,2022-12-31,4694,12230,0,0
1464,CA1910065,FALSE,long beach  city of,2020,2022-01-01,2022-12-31,53659,80626,NA,NA
1473,CA1910067,FALSE,los angeles city department of water and power,2020,2022-01-01,2022-12-31,652600,652600,NA,NA
1481,CA1910204,FALSE,los angeles county waterworks district 29 - malibu & marina del rey,2020,2022-01-01,2022-12-31,8720,11803,NA,NA
1484,"CA1910070, CA1910027, CA1910005, CA1910025, CA1910203",TRUE,los angeles county waterworks district 40 - antelope valley,2020,2022-01-01,2022-12-31,49774,70884,NA,NA
1487,CA2410005,FALSE,los banos  city of,2020,2022-01-01,2022-12-31,8321,8321,0,0
1506,CA1910079,FALSE,lynwood  city of,2020,2022-01-01,2022-12-31,5672,7942,NA,NA
1510,CA2010002,FALSE,madera  city of,2020,2022-01-01,2022-12-31,11201,11201,0,2240
1533,CA2610001,FALSE,mammoth community water district,2020,2022-01-01,2022-12-31,2342,1959,NA,468
1536,CA1910083,FALSE,manhattan beach  city of,2020,2022-01-01,2022-12-31,6083,5924,0,159
1539,CA3910005,FALSE,manteca  city of,2020,2022-01-01,2022-12-31,15740,19014,NA,NA
1546,CA2110003,FALSE,marin municipal water district,2020,2022-01-01,2022-12-31,34898,84321,0,0
1547,"CA2710017, CA2790009",TRUE,marina coast water district,2020,2022-01-01,2022-12-31,3712,10900,0,0
1554,CA0710006,FALSE,martinez  city of,2020,2022-01-01,2022-12-31,4637,4637,NA,NA
3056,CA1510013,FALSE,mcfarland  city of,2020,2022-01-01,2022-12-31,531,1235,NA,NA
1570,CA,FALSE,mckinleyville community services district,2020,2022-01-01,2022-12-31,455,949,0,0
1587,CA4110017,FALSE,menlo park  city of,2020,2022-01-01,2022-12-31,1143,1143,0,0
1589,CA2410009,FALSE,merced  city of,2020,2022-01-01,2022-12-31,27579,27579,NA,NA
1596,CA3010004,FALSE,mesa water district,2020,2022-01-01,2022-12-31,18261,18261,0,0
1599,NA,NA,metropolitan water district of southern california,2020,2022-01-01,2022-12-31,1669000,1903000,0,0
1605,CA4110001,FALSE,mid-peninsula water district,2020,2022-01-01,2022-12-31,1022,1022,NA,NA
1613,CA4110018,FALSE,millbrae  city of,2020,2022-01-01,2022-12-31,785,785,0,42
1619,CA4310005,FALSE,milpitas  city of,2020,2022-01-01,2022-12-31,3860,3512,0,348
1626,"CA3310078, CA3310008, CA3310081",TRUE,mission springs water district,2020,2022-01-01,2022-12-31,8560,8560,NA,NA
1631,"CA5010023, CA5010034, CA5010029, CA5010033, CA5010031, CA5010005, CA5010010, CA5010035",TRUE,modesto  city of,2020,2022-01-01,2022-12-31,57329,78435,NA,NA
1632,NA,NA,modesto irrigation district,2020,2022-01-01,2022-12-31,26935,26935,NA,NA
1635,NA,NA,mojave water agency,2020,2022-01-01,2022-12-31,129700,129700,NA,NA
1639,CA1910090,FALSE,monrovia  city of,2020,2022-01-01,2022-12-31,7896,7734,0,162
1642,CA3610029,FALSE,monte vista water district,2020,2022-01-01,2022-12-31,19196,17229,0,1967
1644,CA1910091,FALSE,montebello land and water company,2020,2022-01-01,2022-12-31,2952,3586,NA,NA
1645,CA4210007,FALSE,montecito water district,2020,2022-01-01,2022-12-31,4892,5560,NA,NA
1650,CA1910092,FALSE,monterey park  city of,2020,2022-01-01,2022-12-31,9297,8965,0,332
1656,CA4310006,FALSE,morgan hill  city of,2020,2022-01-01,2022-12-31,8184,20584,NA,NA
1660,CA4010011,FALSE,morro bay  city of,2020,2022-01-01,2022-12-31,1187,3274,0,0
1663,CA3010073,FALSE,moulton niguel water district,2020,2022-01-01,2022-12-31,30982,30982,NA,NA
4231,CA3910027,FALSE,mountain house community services district,2020,2022-01-01,2022-12-31,5165,1647,NA,NA
1671,CA4310007,FALSE,mountain view  city of,2020,2022-01-01,2022-12-31,11067,11067,0,0
1684,NA,NA,municipal water district of orange county (mwdoc),2020,2022-01-01,2022-12-31,175094,175094,0,0
1697,CA3310051,FALSE,myoma dunes mutual water company,2020,2022-01-01,2022-12-31,4143,4143,NA,NA
1701,CA2810003,FALSE,napa  city of,2020,2022-01-01,2022-12-31,14822,11436,NA,3386
1718,"CA2910004, CA2910014, CA2910023, CA2910006, CA3110026, CA5810005",TRUE,nevada irrigation district,2020,2022-01-01,2022-12-31,181001,176630,NA,4371
1729,CA5010013,FALSE,newman  city of,2020,2022-01-01,2022-12-31,797,909,NA,0
1730,CA3010023,FALSE,newport beach  city of,2020,2022-01-01,2022-12-31,15846,15846,0,0
1731,CA4010026,FALSE,nipomo community service district,2020,2022-01-01,2022-12-31,2076,2267,NA,NA
1732,CA3310025,FALSE,norco  city of,2020,2022-01-01,2022-12-31,6600,14400,NA,NA
1739,CA4110025,FALSE,north coast county water district,2020,2022-01-01,2022-12-31,850.5,979.47,0,0
1748,CA2110003,FALSE,north marin water district,2020,2022-01-01,2022-12-31,9641,15913,0,0
1752,"CA3110036, CA3110001, CA3110023",TRUE,north tahoe public utilities district,2020,2022-01-01,2022-12-31,372,372,NA,NA
1756,CA1910191,FALSE,norwalk  city of,2020,2022-01-01,2022-12-31,2065,3694,0,0
1765,CA5010014,FALSE,oakdale  city of,2020,2022-01-01,2022-12-31,9530,9530,NA,NA
1777,CA3710014,FALSE,oceanside  city of,2020,2022-01-01,2022-12-31,27118,27118,0,0
1782,CA1510015,FALSE,oildale mutual water company,2020,2022-01-01,2022-12-31,9554.8,23500,NA,NA
1792,"CA5810003, CA5805001",TRUE,olivehurst public utilities district,2020,2022-01-01,2022-12-31,1531,6544,NA,NA
1793,CA3710029,FALSE,olivenhain municipal water district,2020,2022-01-01,2022-12-31,19936,19936,NA,NA
1795,CA3610034,FALSE,ontario  city of,2020,2022-01-01,2022-12-31,48138,42730,0,5408
1797,CA3010027,FALSE,orange  city of,2020,2022-01-01,2022-12-31,28714,28714,0,0
1803,CA3410016,FALSE,orangevale water company,2020,2022-01-01,2022-12-31,3885,3885,NA,NA
1804,CA1910101,FALSE,orchard dale water district,2020,2022-01-01,2022-12-31,1973,2030,NA,NA
1821,CA3710034,FALSE,otay water district,2020,2022-01-01,2022-12-31,35559,35559,NA,NA
1827,CA5610007,FALSE,oxnard  city of,2020,2022-01-01,2022-12-31,28501,28501,NA,NA
1838,CA3710037,FALSE,padre dam municipal water district,2020,2022-01-01,2022-12-31,10677,10677,NA,NA
1849,CA1910102,FALSE,palmdale water district,2020,2022-01-01,2022-12-31,19505,26155,NA,NA
1851,CA4310009,FALSE,palo alto  city of,2020,2022-01-01,2022-12-31,11092,11092,NA,NA
1859,CA0410007,FALSE,paradise irrigation district,2020,2022-01-01,2022-12-31,4205,16465,NA,NA
1866,CA1910105,FALSE,paramount  city of,2020,2022-01-01,2022-12-31,5469,5338,131,NA
1873,CA1910124,FALSE,pasadena  city of,2020,2022-01-01,2022-12-31,28065,31533,182,1129
1875,CA4010007,FALSE,paso robles  city of,2020,2022-01-01,2022-12-31,6053,6053,NA,NA
1877,CA5010017,FALSE,patterson  city of,2020,2022-01-01,2022-12-31,4634,5582,NA,NA
1894,CA4910006,FALSE,petaluma  city of,2020,2022-01-01,2022-12-31,10121,10121,NA,NA
1896,CA3610120,FALSE,phelan pinon hills community services district,2020,2022-01-01,2022-12-31,3188,3188,NA,NA
1899,CA1910042,FALSE,pico rivera  city of,2020,2022-01-01,2022-12-31,259363,308033,0,0
1900,CA1910125,FALSE,pico water district,2020,2022-01-01,2022-12-31,3238,3213,0,25
1923,CA4010008,FALSE,pismo beach  city of,2020,2022-01-01,2022-12-31,1814,1949,0,0
1925,CA0710008,FALSE,pittsburg  city of,2020,2022-01-01,2022-12-31,9952,12066,NA,NA
1927,"CA3110124, CA3110040, CA3110024, CA3110025, CA3110005, CA3110006, CA3110050",TRUE,placer county water agency,2020,2022-01-01,2022-12-31,137687,249100,NA,NA
1940,CA0110008,FALSE,pleasanton  city of,2020,2022-01-01,2022-12-31,17577,17577,NA,NA
1945,CA1910126,FALSE,pomona  city of,2020,2022-01-01,2022-12-31,26496,23842,0,2654
1953,CA5610009,FALSE,port hueneme  city of,2020,2022-01-01,2022-12-31,1923,1923,NA,NA
1954,NA,NA,port hueneme water agency,2020,2022-01-01,2022-12-31,4222,7301,NA,NA
1956,CA5410010,FALSE,porterville  city of,2020,2022-01-01,2022-12-31,3832,7837,0,0
1964,CA3710015,FALSE,poway  city of,2020,2022-01-01,2022-12-31,10893,10893,0,0
1983,CA4010002,FALSE,quartz hill water district,2020,2022-01-01,2022-12-31,4165,4165,0,0
1990,CA3710016,FALSE,rainbow municipal water district,2020,2022-01-01,2022-12-31,14086,18495,NA,NA
1996,CA3710019,FALSE,ramona municipal water district,2020,2022-01-01,2022-12-31,4867,5377,NA,NA
2000,CA3310038,FALSE,rancho california water district,2020,2022-01-01,2022-12-31,64776,76214,NA,NA
2031,CA5210004,FALSE,red bluff  city of,2020,2022-01-01,2022-12-31,4520,4520,0,0
2033,CA4510005,FALSE,redding  city of,2020,2022-01-01,2022-12-31,8621,11831,0,0
2035,CA3610037,FALSE,redlands  city of,2020,2022-01-01,2022-12-31,29621,34064,0,0
2037,CA4110022,FALSE,redwood city,2020,2022-01-01,2022-12-31,10747,10747,0,0
2042,CA4010002,FALSE,reedley  city of,2020,2022-01-01,2022-12-31,1701,1701,NA,NA
2049,CA3610038,FALSE,rialto  city of,2020,2022-01-01,2022-12-31,10752,12365,NA,NA
2057,"CA3710044, CA3710018",TRUE,rincon del diablo municipal water district,2020,2022-01-01,2022-12-31,8281,8281,NA,NA
2060,CA3410018,FALSE,rio linda - elverta community water district,2020,2022-01-01,2022-12-31,2830,2830,NA,NA
2063,CA4810004,FALSE,rio vista  city of,2020,2022-01-01,2022-12-31,2176,2176,NA,NA
2074,CA5010018,FALSE,riverbank  city of,2020,2022-01-01,2022-12-31,4513,15944,0,0
2083,CA3310031,FALSE,riverside  city of,2020,2022-01-01,2022-12-31,79465,111223,NA,NA
2087,CA3610057,FALSE,riverside highland water company,2020,2022-01-01,2022-12-31,4802,5522,NA,NA
2103,CA4910014,FALSE,rohnert park  city of,2020,2022-01-01,2022-12-31,6564,10177,NA,NA
2107,CA1510018,FALSE,rosamond community service district,2020,2022-01-01,2022-12-31,2604,2428,177,NA
2111,CA3110008,FALSE,roseville  city of,2020,2022-01-01,2022-12-31,42276,59430,NA,NA
2115,CA1910194,FALSE,rowland water district,2020,2022-01-01,2022-12-31,11637,11423,0,214
2118,CA3310044,FALSE,rubidoux community service district,2020,2022-01-01,2022-12-31,5478,5478,NA,NA
2119,CA1910140,FALSE,rubio canyon land and water association,2020,2022-01-01,2022-12-31,1870,2419,0,0
2122,CA3610062,FALSE,running springs water district,2020,2022-01-01,2022-12-31,443,443,NA,NA
2130,CA3410020,FALSE,sacramento  city of,2020,2022-01-01,2022-12-31,115666,321700,NA,NA
2132,"CA3400473, CA3400106, CA3400101, CA3400156, CA3400173, CA3410002, CA3410029, CA3410704",TRUE,sacramento county water agency,2020,2022-01-01,2022-12-31,52425,102510,NA,NA
2140,CA3410001,FALSE,sacramento suburban water district,2020,2022-01-01,2022-12-31,33834,36000,NA,NA
2146,NA,NA,san antonio water company,2020,2022-01-01,2022-12-31,14571,14571,NA,NA
2149,NA,NA,san benito county water district,2020,2022-01-01,2022-12-31,6806,6125,0,681
2150,CA3610039,FALSE,san bernardino  city of,2020,2022-01-01,2022-12-31,49216,56599,NA,NA
2154,CA3610121,FALSE,san bernardino county service area 64 spring valley lake,2020,2022-01-01,2022-12-31,2729,2729,NA,NA
2891,CA3610125,FALSE,san bernardino county service area 70 j oak hills,2020,2022-01-01,2022-12-31,1622,1622,NA,NA
2156,NA,NA,san bernardino valley municipal water district,2020,2022-01-01,2022-12-31,26676,26676,NA,NA
2157,CA4110023,FALSE,san bruno  city of,2020,2022-01-01,2022-12-31,1601446,2708222,NA,NA
2158,CA5610017,FALSE,san buenaventura  city of (ventura),2020,2022-01-01,2022-12-31,15828,17580,NA,NA
2159,CA3010036,FALSE,san clemente  city of,2020,2022-01-01,2022-12-31,9258,9258,0,0
2160,CA3710020,FALSE,san diego  city of,2020,2022-01-01,2022-12-31,183984,183984,NA,NA
2161,NA,NA,san diego county water authority,2020,2022-01-01,2022-12-31,462446,638823,0,0
2162,CA3710021,FALSE,san dieguito water district,2020,2022-01-01,2022-12-31,6838,6838,0,0
2163,CA1910143,FALSE,san fernando  city of,2020,2022-01-01,2022-12-31,2881,3570,0,0
2164,"CA0110012, CA0110018, CA3810011",TRUE,san francisco public utilities commission,2020,2022-01-01,2022-12-31,77960,77960,NA,NA
2165,CA1910144,FALSE,san gabriel county water district,2020,2022-01-01,2022-12-31,6769,6477,0,292
3994,NA,NA,san gabriel valley municipal water district,2020,2022-01-01,2022-12-31,14314,1440,0,0
2167,"CA1910039, CA1910189",TRUE,san gabriel valley water company,2020,2022-01-01,2022-12-31,39164,37684,0,1480
